
--- [START 2022-07-26_01-36-09] ----------------------------------------------------------------

	@common.py:  
	pytorch
		seed = 1658770570
		torch.__version__              = 1.12.0+cu113
		torch.version.cuda             = 11.3
		torch.backends.cudnn.version() = 8302
		os['CUDA_VISIBLE_DEVICES']     = 0
		torch.cuda.device_count()      = 1
		torch.cuda.get_device_properties() = (name='Quadro RTX 8000', major=7, minor=5, total_memory=48601MB, multi_processor_count=72)


	__file__ = /home/user/share1/kaggle/2022/hubmap-organ-segmentation/code/hubmap-dummy-01/segformer-mit/run_train_fold3.py
	out_dir  = /home/user/share1/kaggle/2022/hubmap-organ-segmentation/result/run20/segformer-mit-b2-aux5-768/fold-3

** dataset setting **
fold = 3
train_dataset : 
	len = 281
                  kidney  80 (0.285) 
                prostate  73 (0.260) 
          largeintestine  48 (0.171) 
                  spleen  42 (0.149) 
                    lung  38 (0.135) 

valid_dataset : 
	len = 70
                  kidney  19 (0.271) 
                prostate  20 (0.286) 
          largeintestine  10 (0.143) 
                  spleen  11 (0.157) 
                    lung  10 (0.143) 


** net setting **
	initial_checkpoint = None

optimizer
  AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    eps: 1e-08
    foreach: None
    lr: 5e-05
    maximize: False
    weight_decay: 0.01
)

** start training here! **
   batch_size = 6 
   experiment = ['segformer-mit', 'run_train_fold3.py']
                     |-------------- VALID---------|---- TRAIN/BATCH ----------------
rate     iter  epoch | dice   loss   tp     tn     | loss           | time           
-------------------------------------------------------------------------------------
5.00e-5   00011868* 258.00 | 0.767  0.100  0.0000  0.000   | 0.036  0.044   |  1 hr 51 min
5.00e-5   00012006* 261.00 | 0.757  0.108  0.0000  0.000   | 0.033  0.040   |  1 hr 52 min
5.00e-5   00012144* 264.00 | 0.765  0.106  0.0000  0.000   | 0.036  0.044   |  1 hr 53 min
5.00e-5   00012282* 267.00 | 0.767  0.110  0.0000  0.000   | 0.034  0.043   |  1 hr 54 min
5.00e-5   00012420* 270.00 | 0.767  0.109  0.0000  0.000   | 0.036  0.045   |  1 hr 56 min
5.00e-5   00012558* 273.00 | 0.775  0.107  0.0000  0.000   | 0.034  0.042   |  1 hr 57 min
5.00e-5   00012696* 276.00 | 0.772  0.106  0.0000  0.000   | 0.043  0.050   |  1 hr 58 min
5.00e-5   00012834* 279.00 | 0.771  0.096  0.0000  0.000   | 0.035  0.042   |  2 hr 00 min
5.00e-5   00012972* 282.00 | 0.771  0.095  0.0000  0.000   | 0.035  0.042   |  2 hr 01 min
5.00e-5   00013110* 285.00 | 0.769  0.097  0.0000  0.000   | 0.033  0.042   |  2 hr 02 min
5.00e-5   00013248* 288.00 | 0.772  0.099  0.0000  0.000   | 0.035  0.043   |  2 hr 04 min
5.00e-5   00013386* 291.00 | 0.762  0.099  0.0000  0.000   | 0.037  0.046   |  2 hr 05 min
5.00e-5   00013524* 294.00 | 0.769  0.101  0.0000  0.000   | 0.033  0.041   |  2 hr 06 min
5.00e-5   00013662* 297.00 | 0.765  0.106  0.0000  0.000   | 0.034  0.041   |  2 hr 07 min
5.00e-5   00013800* 300.00 | 0.769  0.099  0.0000  0.000   | 0.037  0.045   |  2 hr 09 min
5.00e-5   00013938* 303.00 | 0.768  0.096  0.0000  0.000   | 0.038  0.044   |  2 hr 10 min
5.00e-5   00014076* 306.00 | 0.767  0.098  0.0000  0.000   | 0.034  0.042   |  2 hr 11 min
5.00e-5   00014214* 309.00 | 0.765  0.105  0.0000  0.000   | 0.034  0.041   |  2 hr 13 min
5.00e-5   00014352* 312.00 | 0.774  0.106  0.0000  0.000   | 0.032  0.039   |  2 hr 14 min
5.00e-5   00014490* 315.00 | 0.758  0.098  0.0000  0.000   | 0.034  0.041   |  2 hr 15 min
5.00e-5   00014628* 318.00 | 0.762  0.091  0.0000  0.000   | 0.035  0.044   |  2 hr 16 min
5.00e-5   00014766* 321.00 | 0.769  0.100  0.0000  0.000   | 0.033  0.040   |  2 hr 18 min
5.00e-5   00014904* 324.00 | 0.773  0.103  0.0000  0.000   | 0.033  0.041   |  2 hr 19 min
5.00e-5   00015042* 327.00 | 0.767  0.103  0.0000  0.000   | 0.033  0.041   |  2 hr 20 min
5.00e-5   00015180* 330.00 | 0.769  0.103  0.0000  0.000   | 0.032  0.040   |  2 hr 22 min
5.00e-5   00015318* 333.00 | 0.784  0.098  0.0000  0.000   | 0.033  0.040   |  2 hr 23 min
5.00e-5   00015456* 336.00 | 0.775  0.098  0.0000  0.000   | 0.032  0.040   |  2 hr 24 min
5.00e-5   00015594* 339.00 | 0.775  0.102  0.0000  0.000   | 0.034  0.041   |  2 hr 25 min
5.00e-5   00015732* 342.00 | 0.778  0.103  0.0000  0.000   | 0.033  0.042   |  2 hr 27 min
5.00e-5   00015870* 345.00 | 0.768  0.104  0.0000  0.000   | 0.032  0.040   |  2 hr 28 min
5.00e-5   00016008* 348.00 | 0.767  0.113  0.0000  0.000   | 0.031  0.039   |  2 hr 29 min
5.00e-5   00016146* 351.00 | 0.770  0.111  0.0000  0.000   | 0.032  0.039   |  2 hr 31 min
5.00e-5   00016284* 354.00 | 0.772  0.115  0.0000  0.000   | 0.031  0.039   |  2 hr 32 min
5.00e-5   00016422* 357.00 | 0.769  0.110  0.0000  0.000   | 0.030  0.037   |  2 hr 33 min
5.00e-5   00016560* 360.00 | 0.770  0.107  0.0000  0.000   | 0.031  0.038   |  2 hr 35 min
5.00e-5   00016698* 363.00 | 0.771  0.109  0.0000  0.000   | 0.032  0.039   |  2 hr 36 min
5.00e-5   00016836* 366.00 | 0.724  0.092  0.0000  0.000   | 0.034  0.041   |  2 hr 37 min
5.00e-5   00016974* 369.00 | 0.763  0.100  0.0000  0.000   | 0.034  0.040   |  2 hr 38 min
5.00e-5   00017112* 372.00 | 0.771  0.108  0.0000  0.000   | 0.031  0.037   |  2 hr 40 min
5.00e-5   00017250* 375.00 | 0.755  0.107  0.0000  0.000   | 0.036  0.041   |  2 hr 41 min
5.00e-5   00017388* 378.00 | 0.774  0.107  0.0000  0.000   | 0.031  0.038   |  2 hr 42 min
5.00e-5   00017526* 381.00 | 0.769  0.106  0.0000  0.000   | 0.029  0.036   |  2 hr 44 min
5.00e-5   00017664* 384.00 | 0.755  0.111  0.0000  0.000   | 0.029  0.035   |  2 hr 45 min
5.00e-5   00017802* 387.00 | 0.768  0.110  0.0000  0.000   | 0.030  0.037   |  2 hr 46 min
5.00e-5   00017940* 390.00 | 0.762  0.108  0.0000  0.000   | 0.031  0.038   |  2 hr 47 min
5.00e-5   00018078* 393.00 | 0.758  0.118  0.0000  0.000   | 0.028  0.035   |  2 hr 49 min
5.00e-5   00018216* 396.00 | 0.765  0.120  0.0000  0.000   | 0.030  0.038   |  2 hr 50 min
5.00e-5   00018354* 399.00 | 0.766  0.113  0.0000  0.000   | 0.027  0.034   |  2 hr 51 min
5.00e-5   00018492* 402.00 | 0.771  0.112  0.0000  0.000   | 0.027  0.034   |  2 hr 53 min
5.00e-5   00018630* 405.00 | 0.767  0.117  0.0000  0.000   | 0.029  0.036   |  2 hr 54 min
5.00e-5   00018768* 408.00 | 0.770  0.114  0.0000  0.000   | 0.029  0.036   |  2 hr 55 min
5.00e-5   00018906* 411.00 | 0.757  0.100  0.0000  0.000   | 0.031  0.038   |  2 hr 56 min
5.00e-5   00019044* 414.00 | 0.767  0.114  0.0000  0.000   | 0.031  0.040   |  2 hr 58 min
5.00e-5   00019182* 417.00 | 0.769  0.115  0.0000  0.000   | 0.029  0.035   |  2 hr 59 min
5.00e-5   00019320* 420.00 | 0.767  0.113  0.0000  0.000   | 0.031  0.038   |  3 hr 00 min
5.00e-5   00019458* 423.00 | 0.742  0.131  0.0000  0.000   | 0.029  0.036   |  3 hr 02 min
5.00e-5   00019596* 426.00 | 0.771  0.109  0.0000  0.000   | 0.031  0.039   |  3 hr 03 min
5.00e-5   00019734* 429.00 | 0.770  0.116  0.0000  0.000   | 0.027  0.035   |  3 hr 04 min
5.00e-5   00019872* 432.00 | 0.770  0.122  0.0000  0.000   | 0.028  0.035   |  3 hr 06 min
5.00e-5   00020010* 435.00 | 0.773  0.119  0.0000  0.000   | 0.028  0.034   |  3 hr 07 min
5.00e-5   00020148* 438.00 | 0.762  0.120  0.0000  0.000   | 0.028  0.034   |  3 hr 08 min
5.00e-5   00020286* 441.00 | 0.772  0.115  0.0000  0.000   | 0.028  0.035   |  3 hr 09 min
5.00e-5   00020424* 444.00 | 0.778  0.119  0.0000  0.000   | 0.029  0.035   |  3 hr 11 min
5.00e-5   00020562* 447.00 | 0.758  0.114  0.0000  0.000   | 0.027  0.033   |  3 hr 12 min
5.00e-5   00020700* 450.00 | 0.765  0.114  0.0000  0.000   | 0.037  0.045   |  3 hr 13 min
5.00e-5   00020838* 453.00 | 0.772  0.114  0.0000  0.000   | 0.034  0.042   |  3 hr 15 min
5.00e-5   00020976* 456.00 | 0.775  0.116  0.0000  0.000   | 0.029  0.036   |  3 hr 16 min
5.00e-5   00021114* 459.00 | 0.774  0.116  0.0000  0.000   | 0.027  0.034   |  3 hr 17 min
5.00e-5   00021252* 462.00 | 0.778  0.117  0.0000  0.000   | 0.029  0.036   |  3 hr 18 min
5.00e-5   00021390* 465.00 | 0.768  0.120  0.0000  0.000   | 0.029  0.037   |  3 hr 20 min
5.00e-5   00021528* 468.00 | 0.766  0.118  0.0000  0.000   | 0.026  0.032   |  3 hr 21 min
5.00e-5   00021666* 471.00 | 0.773  0.113  0.0000  0.000   | 0.027  0.033   |  3 hr 22 min
5.00e-5   00021804* 474.00 | 0.771  0.117  0.0000  0.000   | 0.028  0.035   |  3 hr 24 min
5.00e-5   00021942* 477.00 | 0.772  0.119  0.0000  0.000   | 0.025  0.033   |  3 hr 25 min
5.00e-5   00022080* 480.00 | 0.771  0.119  0.0000  0.000   | 0.026  0.033   |  3 hr 26 min
5.00e-5   00022218* 483.00 | 0.766  0.122  0.0000  0.000   | 0.027  0.034   |  3 hr 27 min
5.00e-5   00022356* 486.00 | 0.758  0.122  0.0000  0.000   | 0.026  0.033   |  3 hr 29 min
5.00e-5   00022494* 489.00 | 0.767  0.122  0.0000  0.000   | 0.030  0.036   |  3 hr 30 min
5.00e-5   00022632* 492.00 | 0.772  0.115  0.0000  0.000   | 0.028  0.036   |  3 hr 31 min
